Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
9714,CA-2014-114251,11/5/2014,11/10/2014,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,56.72,6,0.2,-6.7673
9715,CA-2014-114251,11/5/2014,11/10/2014,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,64.26,3,0.2,17.6343
9716,CA-2016-116379,11/7/2016,11/12/2016,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,63.34,3,0.2,21.1621
9717,US-2016-144477,8/12/2016,8/14/2016,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,41.04,5,0.2,2.9383
9718,CA-2016-108210,5/30/2016,5/31/2016,Same Day,AT-10735,Annie Thurman,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,87.96,6,0.2,8.3958
9719,CA-2016-108210,5/30/2016,5/31/2016,Same Day,AT-10735,Annie Thurman,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,246.36,6,0.2,11.7579
9720,CA-2017-166835,11/12/2017,11/14/2017,Second Class,DK-13375,Dennis Kane,Consumer,United States,Lancaster,Pennsylvania,17602,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",243.13,3,0.2,-58.0188
9721,CA-2016-119641,9/22/2016,9/26/2016,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Green Bay,Wisconsin,54302,Central,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",20.86,3,0.0,7.9632
9722,CA-2016-105781,2/16/2016,2/20/2016,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,10024,East,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,359.31,4,0.1,41.9196
9723,CA-2016-105781,2/16/2016,2/20/2016,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,98.97,4,0.0,41.5661
9724,CA-2014-101364,12/22/2014,12/26/2014,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,10011,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',326.38,14,0.2,105.1473
9725,CA-2015-117898,12/5/2015,12/11/2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,13.45,3,0.2,4.6528
9726,CA-2017-142293,9/17/2017,9/20/2017,First Class,SC-20380,Shahid Collister,Consumer,United States,Boise,Idaho,83704,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,98.97,4,0.0,39.6768
9727,CA-2017-167395,12/2/2017,12/4/2017,First Class,KM-16720,Kunst Miller,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,315.55,8,0.0,84.3368
9728,CA-2017-167395,12/2/2017,12/4/2017,First Class,KM-16720,Kunst Miller,Consumer,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1077.95,6,0.0,298.3948
9729,CA-2017-167395,12/2/2017,12/4/2017,First Class,KM-16720,Kunst Miller,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,4.8,3,0.0,0.1831
9730,CA-2014-111962,9/29/2014,10/4/2014,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,11.05,3,0.2,3.297
9731,CA-2014-111962,9/29/2014,10/4/2014,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Seattle,Washington,98115,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,888.53,6,0.0,161.1461
9732,CA-2017-124261,11/14/2017,11/19/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,37.66,9,0.0,10.4261
9733,CA-2014-114321,8/20/2014,8/25/2014,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Hampton,Virginia,23666,South,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",550.26,14,0.0,152.3231
9734,CA-2014-114321,8/20/2014,8/25/2014,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Hampton,Virginia,23666,South,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,22.13,3,0.0,9.718
9735,CA-2014-114321,8/20/2014,8/25/2014,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Hampton,Virginia,23666,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,986.69,2,0.0,442.6646
9736,CA-2014-128062,11/19/2014,11/22/2014,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001583,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",6.47,2,0.2,2.0837
9737,US-2015-100069,6/29/2015,7/3/2015,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Omaha,Nebraska,68104,Central,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,296.98,3,0.0,76.5393
9738,CA-2017-129294,3/16/2017,3/21/2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90032,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",341.13,3,0.0,84.6628
9739,CA-2017-129294,3/16/2017,3/21/2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",77.51,7,0.2,24.0458
9740,CA-2017-129294,3/16/2017,3/21/2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,21.65,6,0.2,7.2324
9741,CA-2017-129294,3/16/2017,3/21/2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,154.74,4,0.0,57.6044
9742,CA-2015-117086,11/8/2015,11/12/2015,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Burlington,Vermont,5408,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4845.39,6,0.0,1063.7833
9743,CA-2017-131303,11/28/2017,12/2/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,San Diego,California,92037,West,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,68.92,6,0.0,30.9178
9744,CA-2016-137127,6/16/2016,6/22/2016,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Newark,Delaware,19711,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.39,4,0.0,4.7628
9745,CA-2017-141782,1/21/2017,1/25/2017,Standard Class,BE-11410,Bobby Elias,Consumer,United States,Aurora,Illinois,60505,Central,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,295.43,5,0.2,95.1766
9746,CA-2017-137505,11/24/2017,11/24/2017,Same Day,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90008,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",400.49,3,0.2,9.5571
9747,CA-2017-137505,11/24/2017,11/24/2017,Same Day,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90008,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,78.2,3,0.2,-1.8661
9748,US-2014-140914,11/11/2014,11/15/2014,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Chicago,Illinois,60653,Central,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,12.08,3,0.6,-8.3616
9749,US-2014-140914,11/11/2014,11/15/2014,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Chicago,Illinois,60653,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,877.74,5,0.3,-59.8458
9750,CA-2016-158358,3/4/2016,3/8/2016,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,Dover,New Hampshire,3820,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,175.98,3,0.0,60.4724
9751,CA-2016-113390,10/11/2016,10/15/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,5.88,3,0.2,0.7014
9752,CA-2016-113390,10/11/2016,10/15/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,30.49,4,0.2,3.6383
9753,US-2016-158680,7/1/2016,7/2/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.75,2,0.2,0.95
9754,CA-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",9.09,3,0.0,3.9896
9755,CA-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,19.54,3,0.0,9.324
9756,CA-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",366.23,4,0.0,10.4876
9757,CA-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,321.31,3,0.0,61.341
9758,CA-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,226.71,6,0.0,58.4293
9759,CA-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",19.4,5,0.0,8.5201
9760,CA-2016-146913,10/31/2016,11/5/2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,San Francisco,California,94109,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1544.31,6,0.2,73.7058
9761,CA-2017-159135,11/4/2017,11/8/2017,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Springdale,Arkansas,72762,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.73,3,0.0,1.49
9762,CA-2014-121762,2/14/2014,2/18/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,263.97,4,0.0,90.7087
9763,CA-2014-121762,2/14/2014,2/18/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103,West,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,90.16,3,0.0,24.0962
9764,CA-2014-121762,2/14/2014,2/18/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,262.48,3,0.0,5.011
9765,CA-2014-123855,6/18/2014,6/23/2014,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90036,West,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,153.78,6,0.2,12.8441
9766,CA-2017-101959,2/28/2017,3/6/2017,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Middletown,Connecticut,6457,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,10.82,3,0.0,4.9594
9767,CA-2017-101959,2/28/2017,3/6/2017,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Middletown,Connecticut,6457,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",8.56,2,0.0,3.6761
9768,CA-2017-102659,12/9/2017,12/15/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Grand Rapids,Michigan,49505,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,60.39,6,0.0,28.2461
9769,CA-2017-142328,12/7/2017,12/14/2017,Standard Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",55.04,7,0.0,26.271
9770,CA-2016-123533,11/24/2016,11/30/2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Hialeah,Florida,33012,South,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,373.91,6,0.2,8.9229
9771,CA-2016-123533,11/24/2016,11/30/2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Hialeah,Florida,33012,South,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,11.58,5,0.2,3.5927
9772,CA-2016-123533,11/24/2016,11/30/2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Hialeah,Florida,33012,South,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,46.62,3,0.2,4.4503
9773,CA-2016-104983,7/3/2016,7/3/2016,Same Day,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,136.31,6,0.2,40.6613
9774,CA-2016-160234,6/26/2016,7/3/2016,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,Atlanta,Georgia,30318,South,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,149.54,2,0.0,41.3968
9775,CA-2014-169019,7/26/2014,7/30/2014,Standard Class,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,2395.34,9,0.8,-3886.9874
9776,CA-2014-169019,7/26/2014,7/30/2014,Standard Class,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,Central,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,19.25,4,0.6,-10.5632
9777,CA-2014-169019,7/26/2014,7/30/2014,Standard Class,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,18.46,5,0.8,-28.1971
9778,CA-2014-169019,7/26/2014,7/30/2014,Standard Class,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,474.25,10,0.2,-28.2933
9779,CA-2014-169019,7/26/2014,7/30/2014,Standard Class,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,9.77,6,0.8,-13.986
9780,CA-2014-169019,7/26/2014,7/30/2014,Standard Class,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,5.32,3,0.8,-12.6945
9781,CA-2016-153178,9/14/2016,9/18/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Long Beach,New York,11561,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,481.64,4,0.0,137.9228
9782,CA-2016-153178,9/14/2016,9/18/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Long Beach,New York,11561,East,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,740.92,3,0.2,265.2174
9783,CA-2015-149748,5/31/2015,6/2/2015,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Paterson,New Jersey,7501,East,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,302.28,6,0.0,141.3846
9784,CA-2015-149748,5/31/2015,6/2/2015,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Paterson,New Jersey,7501,East,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",68.4,2,0.0,17.628
9785,CA-2015-149748,5/31/2015,6/2/2015,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Paterson,New Jersey,7501,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,9.11,3,0.0,3.1298
9786,CA-2015-155635,5/9/2015,5/13/2015,Standard Class,ME-17725,Max Engle,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",53.69,4,0.0,25.1127
9787,US-2014-114377,11/5/2014,11/5/2014,Same Day,BG-11035,Barry Gonzalez,Consumer,United States,Hampton,Virginia,23666,South,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",164.89,6,0.0,42.4967
9788,CA-2017-144491,3/27/2017,4/1/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,77070,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1125.67,6,0.32,-31.6029
9789,CA-2017-144491,3/27/2017,4/1/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,660.61,4,0.3,-9.0084
9790,CA-2017-144491,3/27/2017,4/1/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,77070,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,43.99,2,0.2,7.3485
9791,CA-2017-144491,3/27/2017,4/1/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",232.37,3,0.3,-69.7112
9792,CA-2014-127166,5/21/2014,5/23/2014,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,61.67,7,0.2,22.0752
9793,CA-2014-127166,5/21/2014,5/23/2014,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,118.55,3,0.3,-30.715
9794,CA-2014-127166,5/21/2014,5/23/2014,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4 x 11",5.32,2,0.2,1.7123
9795,CA-2014-127166,5/21/2014,5/23/2014,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,20.06,4,0.8,-32.5584
9796,CA-2016-125920,5/21/2016,5/28/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Chicago,Illinois,60610,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",4.18,4,0.8,-6.1812
9797,CA-2015-128608,1/12/2015,1/17/2015,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",11.4,3,0.2,1.633
9798,CA-2015-128608,1/12/2015,1/17/2015,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,258.71,3,0.4,-45.2737
9799,CA-2015-128608,1/12/2015,1/17/2015,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,29.01,5,0.4,2.7695
9800,CA-2015-128608,1/12/2015,1/17/2015,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,11.42,3,0.2,2.3169
9801,CA-2015-128608,1/12/2015,1/17/2015,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,117.83,4,0.4,-22.4948
9802,CA-2017-137918,9/29/2017,10/6/2017,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Lodi,California,95240,West,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",107.03,8,0.0,29.6278
9803,CA-2015-122973,7/18/2015,7/20/2015,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,3.66,3,0.2,1.2667
9804,CA-2015-122973,7/18/2015,7/20/2015,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,New York City,New York,10024,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",149.59,2,0.0,38.5532
9805,CA-2015-122973,7/18/2015,7/20/2015,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",8.12,2,0.0,2.2472
9806,CA-2016-136322,10/21/2016,10/26/2016,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",50.12,3,0.2,10.1674
9807,CA-2016-136322,10/21/2016,10/26/2016,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,31.63,9,0.7,-22.139
9808,CA-2017-107209,7/27/2017,8/1/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Raleigh,North Carolina,27604,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",214.33,5,0.2,12.7869
9809,CA-2017-145093,7/21/2017,7/26/2017,Standard Class,PT-19090,Pete Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",2.32,3,0.8,-3.5482
9810,US-2014-139640,11/7/2014,11/11/2014,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,28.51,6,0.2,9.5256
9811,US-2014-139640,11/7/2014,11/11/2014,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Portland,Oregon,97206,West,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,132.84,5,0.2,9.5105
9812,CA-2016-117583,11/27/2016,11/30/2016,First Class,CB-12025,Cassandra Brandow,Consumer,United States,East Orange,New Jersey,7017,East,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,28.51,5,0.0,13.0637
9813,CA-2016-117583,11/27/2016,11/30/2016,First Class,CB-12025,Cassandra Brandow,Consumer,United States,East Orange,New Jersey,7017,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,38.12,4,0.0,10.1871
9814,CA-2016-117583,11/27/2016,11/30/2016,First Class,CB-12025,Cassandra Brandow,Consumer,United States,East Orange,New Jersey,7017,East,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,225.44,6,0.0,105.4468
9815,CA-2016-117583,11/27/2016,11/30/2016,First Class,CB-12025,Cassandra Brandow,Consumer,United States,East Orange,New Jersey,7017,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",87.95,6,0.0,40.2948
9816,CA-2015-162201,6/8/2015,6/12/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,190.84,8,0.2,56.9258
9817,CA-2015-162201,6/8/2015,6/12/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,568.66,5,0.2,-6.7851
9818,CA-2015-162201,6/8/2015,6/12/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",190.53,8,0.2,47.7405
9819,CA-2015-162201,6/8/2015,6/12/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,4.89,3,0.2,0.3503
9820,CA-2015-162201,6/8/2015,6/12/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,9.9,4,0.2,3.3075
9821,CA-2015-162201,6/8/2015,6/12/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,46.46,11,0.2,13.86
